fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.341604756799582,0.26379643240031325,0.29664190271983293,6.8788261623977025,0.029167904864008352,16.167904864008353,83.87592864800627,0.9919313670494323,3.103722140559812,0.4653268973593945,11.62994054000522,8
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8
7.75530092405258,0.30853869023533176,0.4602865407778133,7.671633587714007,0.03334957010849632,40.74785054248157,181.04871032548894,0.9930756448372555,3.1684527119345947,0.4254441141045208,12.317478505424816,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
6.87643034783222,0.32647310326048623,0.3505892413041945,1.6940220761015223,0.038705379347902746,32.94107586958055,109.58838619562917,0.9901869768337082,3.227634483697569,0.5141161380437083,12.429376554353192,8
5.8430683566633554,0.28665293033412287,0.2032404289991595,1.202132813334352,0.036,45.4733398333206,116.5266601666794,0.9902409355433289,3.384733398333206,0.41904023399954154,11.803199220001527,8
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8
6.492820587959461,0.46478390747239434,0.26459340337316595,11.315311344577221,0.03007179412040539,31.8468865542278,110.76556722886099,0.9933078532780517,3.2822490756617757,0.7340659662683405,12.532527730146723,8
8.040941034226142,0.32945920758941794,0.46952948288692925,11.147051711307075,0.04000702752975113,44.77176897321576,148.5435379464315,0.9958752827380913,3.20912924107137,0.46651696428547923,11.103299665180481,8
7.338115227735564,0.36905761386778185,0.31062825742147876,4.719267505091201,0.04234973940628169,30.79371742578521,122.41256514842958,0.9933398957625127,3.2958743485157043,0.4855602198049649,11.326910831636265,8
7.147463540840778,0.28914869845349417,0.32338776070572767,14.357609377477665,0.04327171867567004,45.76268229579611,151.18658852101944,0.9957285653519059,3.275580210150288,0.4786414066216498,11.621924494445603,8
7.422029987814366,0.265689569861847,0.38266271202266783,3.3028670227416015,0.03382567144597948,31.5689569861847,177.52298566206156,0.9913294035235565,3.229080573517537,0.3965134289195896,11.96973142160821,8
6.5,0.26328932886042405,0.30671067113957595,3.63289328860424,0.030657865772084802,36.0822332215106,92.411166107553,0.99026,3.2183553355697883,0.618355335569788,12.6,8
6.821779019478312,0.45145193463188743,0.2992740326840563,9.60654169692849,0.034201435952461896,20.60889509739156,142.4637016342028,0.992880039894354,3.1339110490260844,0.4150817712116061,12.0,8
6.281333640735297,0.20409232897398208,0.3019692236753393,6.787689470135721,0.03881333640735297,15.39897412251131,97.19692236753393,0.9931378969511482,3.2419692236753392,0.5362667281470594,10.838871534762442,8
6.753338626734658,0.21685668913702924,0.2868566891370292,5.366693133673294,0.07336236604402027,29.657165543148537,155.7524414483961,0.9922217419626412,3.216856689137029,0.46590393008455355,11.805700674110877,8
6.673473371396151,0.17177751510945133,0.33411124244527435,2.8795798858115487,0.03344029583622522,19.294437877736282,109.05834318339558,0.9909615325386412,3.2708479281433496,0.7617502955018672,12.288331363320886,8
5.425833097864967,0.25505553985766444,0.4085972653914228,3.1977784056934224,0.030763884964416108,22.129165489324834,126.87083451067517,0.9911945286176149,3.478486185676094,0.42977784056934226,11.802221594306577,8
7.377387269153826,0.25994979174834904,0.37437192141428194,2.8628173673734274,0.03388944675835168,30.994979174834903,177.33165972494496,0.9911540214145329,3.2367336110022014,0.39778893516703356,11.944221296659329,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
6.934003372219809,0.31239527889226737,0.3193969650021719,8.804020233318854,0.03425962905582101,37.0,123.97989883340573,0.9918312229310947,3.0204020233318856,0.3268006744439618,12.43400337221981,8
6.749485565699061,0.39488976407837023,0.26997060375423204,9.892797919786856,0.03952278209047015,25.00440943686519,139.99706037542322,0.9934424498756796,3.19511023592163,0.49001469812288395,12.20029396245768,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
6.575956183391391,0.2924043816608609,0.3003824733565563,3.924043816608609,0.029644819826947007,38.51912366782781,96.2404381660861,0.9903283605650522,3.2303824733565567,0.6,12.6,8
5.938614692836929,0.18078114277620566,0.3338393469850254,2.115733467017451,0.0445379510238769,97.3861469283693,171.3861469283693,0.9905871851410765,3.3276344493727152,0.8522549391339465,11.722991837312817,8
7.427705210425922,0.2006492505022212,0.27064925050222116,7.819048537062972,0.10082257675270438,33.53246252511106,161.74458957914817,0.9948296977875651,3.192986937876666,0.3774458957914816,10.604328336681474,8
7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,8
6.720127361020028,0.30796906946656466,0.2880327499765786,3.079872638979972,0.03120127361020028,22.399818055685675,110.80054583294297,0.9900719672500234,3.249972708352851,0.44397088890970793,12.679963611137135,8
6.9819191981863495,0.3790959599093175,0.3031396823427147,5.256658010806749,0.04232767679274539,30.761096684677913,121.52219336935583,0.9934027417116947,3.3322519475684813,0.483276767927454,11.303067818023774,8
6.954084086962409,0.18490090435489062,0.36,2.5245045217744533,0.03537747739112773,20.163363478496354,111.54084086962409,0.9908724023477142,3.2910150086827006,0.5820300173654009,12.278588608736863,8
5.527704288584334,0.25467548536987994,0.3309234762861445,1.4510817154337337,0.02353245146301201,40.67387810289156,150.0,0.989251640495415,3.36766225731506,0.631846952572289,12.744591422831332,8
6.668777641804519,0.3637555283609038,0.26156111790977404,3.7780558954887025,0.05024153100714267,26.156111790977405,83.76583231353389,0.9895579086290752,3.1017083843233055,0.47702503059398327,13.022680436578954,8
7.0,0.36,0.32,10.492436724080486,0.045,35.03361455964229,134.93277088071542,0.9935003361455965,3.09,0.33,11.601680727982114,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8
6.330812474873885,0.32720831658259003,0.36848748492433103,9.877073574133341,0.028098960427176245,46.819792085435246,133.05229108039066,0.9928628171155865,3.2427916834174098,0.398954178392187,11.8720831658259,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
5.468960961074034,0.3062757557583941,0.3417930730738269,1.4551731731543276,0.03764138538523462,17.910346346308657,95.73103903892597,0.9895257913113558,3.513380100080501,0.4656554154093848,12.883450250201252,8
6.750126963490807,0.27486034016011246,0.3349365182545966,6.750380890472421,0.03949365182545966,33.49873036509193,118.50634817454035,0.9914956729065013,2.9950634817454036,0.3501015707926455,12.04961910952758,8
5.273470800557369,0.25591751966557813,0.33265291994426305,1.3530583988852605,0.03432645997213151,23.142956039015885,96.7347080055737,0.990286955446577,3.582041240167211,0.4065291994426302,11.530583988852605,8
5.3514434140679485,0.2975721707033974,0.3543832069864359,4.697637741966154,0.03580577365627179,29.829396236610258,119.65879247322052,0.9910734905915256,3.458031508057615,0.41805773656271794,12.095013198881283,8
7.954625810169571,0.34151247299434767,0.49,8.947063445197832,0.033,39.453741898304294,180.9074837966086,0.9935243763502827,3.1315124729943475,0.38,12.315124729943477,8
6.737089242596001,0.3207276893509999,0.3488732272211998,6.915258562066005,0.03903286059231995,34.55633863894001,115.44366136106,0.9912596713940769,2.9737089242596,0.3229812349086002,12.218544621298,8
6.244717363483268,0.3171766793360594,0.3231784536925643,4.715300380081782,0.02985883396680297,34.423498099591086,100.85883396680298,0.991101183776762,3.3515300380081783,0.5661201520327128,12.40118377676208,8
8.040658266491485,0.17878991978978262,0.27236204657031704,1.0796708667542574,0.03320329133245743,15.406582664914856,87.42303932720199,0.9904725266131932,2.992197479947446,0.3757696067279801,11.301645666228714,8
6.8554648183739415,0.19336055448781747,0.3482022600422672,2.7203266538538102,0.04439836673073095,34.15628145300847,96.28907036325212,0.9920657612773397,3.150234925427648,0.4507047762829445,11.035954799154657,8
6.952862983753662,0.30814928212902815,0.296431491876831,9.57862983753662,0.042171779025219715,37.0,129.58588951260987,0.993557709612997,3.1748466292434085,0.3347137016246338,11.511451935014648,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.953849777449762,0.3340663999578266,0.4814292443835273,8.545090663433372,0.033065928889357485,38.40663999578266,179.80221333192756,0.993418695554267,3.1379114667228976,0.38131857778714967,12.273628444257008,8
6.013245835493403,0.2923672387463065,0.4129639071410286,5.229639071410286,0.030634098939432728,31.70032811689974,128.0,0.9918102029281151,3.3609770318170185,0.3996852599576519,11.743541140703169,8
7.500877980537427,0.26461182134247296,0.29582716892624067,12.43646042751303,0.04810397514762822,46.43484271812448,153.85212582550042,0.9965289789207343,2.9773059106712365,0.3640850330200166,9.919177320137095,8
8.0,0.4444394266480854,0.43228745357488996,8.966817200557438,0.028780286675957306,47.775770659234155,151.0,0.9926443942664809,3.1200451601672317,0.26112114670382924,12.7,8
7.355750868633196,0.3159266504030729,0.29,3.718533008061458,0.039575086863319626,30.115017372663925,120.23003474532786,0.9929822699785635,3.3,0.5,11.055750868633195,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
6.441614100173571,0.16525850339697598,0.3641614100173571,1.7029004329283346,0.034832282003471424,43.277427334490476,149.5838589982643,0.9923803277674188,3.4061286332754763,0.674741496603024,10.80580086585667,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
5.913796357954649,0.1788508278409171,0.33494238409090454,2.059202815341144,0.04462067880681784,97.13796357954648,171.1379635795465,0.9905447182125001,3.3370102647726885,0.86080347670451,11.736779801136308,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
7.497913643935028,0.31805087592031883,0.3362646434520379,7.140254379601594,0.040921120156910816,37.67633604707324,161.32366395292675,0.9938518576360895,3.289129755763408,0.3851043178032486,11.340254379601593,8
6.4982347039047195,0.21183206767892138,0.31408396616053935,3.405295888285843,0.030686545347074153,20.295801691973033,107.55629746204045,0.9902355437733196,3.1632013181128986,0.7166889238612134,12.588740507591911,8
6.389173118319536,0.22812016126034812,0.3156692473278143,7.140452150757447,0.028216537633609283,15.216537633609283,83.16240322520696,0.9928018680652475,3.125127903243791,0.534301021563327,11.035336021005802,8
6.429162808045178,0.1804415850305105,0.2463477441446313,8.2517018406327,0.03564213416497164,39.656853665988656,98.67157316700568,0.9939140569607954,3.226936524185312,0.37328426832994327,10.471573167005673,8
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
7.177502098580583,0.3103763640773792,0.44349874085165,1.7737384578067918,0.036262615421932085,32.93755246451458,113.0,0.990571257345032,3.3777502098580583,0.443250629574175,12.822497901419416,8
6.4710948427086,0.17600172253673652,0.24955431150124582,8.402163847366152,0.035888793192403526,39.75551727696141,98.6222413615193,0.9940408397008954,3.224223274883561,0.37377758638480707,10.422241361519296,8
7.470606941159543,0.21094566587829044,0.28094566587829045,7.724664729449004,0.09404410329679211,34.047283293914525,161.6587861176809,0.9947456103953273,3.200709249408718,0.37658786117680915,10.67297110585527,8
6.7889504713071815,0.35412539275598476,0.3455801885228727,7.01454795766888,0.03744198114771273,6.703498428976061,79.51749214488031,0.9921367578634074,3.051860062840958,0.4788950471307182,11.726151728126332,8
7.953201463389606,0.3704424877623299,0.3833992683051971,5.617699510493195,0.034423736589870954,50.0,151.46798536610393,0.9930275897562727,3.2478344391194978,0.3623164878649461,11.764029267792115,8
6.150489506498076,0.3375244753249038,0.28,3.458825184404617,0.029196083948015393,52.30881111696537,111.84559444151732,0.9896247300680541,3.2616419568844424,0.5805146851949422,12.85980419740077,8
6.962180531691892,0.36,0.33134584049243243,9.501617709532434,0.04235263721843244,37.0,128.7308319015135,0.9927938662084843,3.055962478522703,0.3262180531691892,11.964736278156757,8
6.828032948327589,0.24260305948756183,0.2914016474163794,1.9799764654802936,0.04379976465480293,15.040047069039414,95.93992939644087,0.9922855595206261,3.226195528441256,0.6335924689536939,10.426030594875618,8
5.906074097811793,0.17825020760758392,0.3352855956528092,2.041613222793529,0.044646419673960686,97.06074097811793,171.06074097811793,0.9905315045673668,3.339927563048878,0.8634633663092712,11.741069945660115,8
6.494486090766953,0.2146851573943589,0.31586623352894583,6.8397717789509915,0.02829526903364673,15.0,83.17716142018804,0.9928488222547729,3.121141928990598,0.5405513909233047,10.917716142018804,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.042817660033943,0.43856353200678877,0.24285911699830282,2.842955849915141,0.04135808057419384,24.28591169983028,86.57113245025458,0.9887443715894262,2.961443377487271,0.3928660264923627,13.349965452529702,8
6.206052369678404,0.21565793838693262,0.293736824645227,3.504998341296561,0.028403944312914715,55.71710308065337,126.68684123226134,0.9905280517061971,3.3475790521286384,0.6706052369678405,12.625263507095461,8
6.687440567203424,0.22273705918501147,0.2962321701610273,2.6605454377259137,0.03345734278672374,19.77132860663813,110.29146855734474,0.9912906629593164,3.3852013995070664,0.7208055980282647,12.218839149194864,8
6.795296555240174,0.45694276090611324,0.26117586118995645,2.6670758866812196,0.04148262107641916,28.02351722379913,83.14110334279478,0.9911214213931987,3.3771779331441043,0.508353794334061,12.009406889519651,8
5.442006868463386,0.24254744072066722,0.43216791495532947,3.5962047423466226,0.029165324612567135,22.018976288266888,128.0,0.9922165324612567,3.523251872432994,0.5091058054050042,11.161788389189992,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
6.79506963583143,0.5288167125995433,0.3483236761826863,3.797041781498858,0.03393097490164003,25.970417814988583,109.0,0.9905958584940985,3.260788858266971,0.5697041781498857,12.700986072833713,8
6.245679907176838,0.2504567990717684,0.44477160046411585,5.5253718468417805,0.027,23.091359814353673,126.95432009282317,0.9925228399535884,3.272894824598138,0.41157400696173724,11.147716004641158,8
6.9357956947451065,0.24642043052548934,0.35210215262744665,1.4284086105097866,0.0408522583152936,39.642043052548935,122.67897847372554,0.9923210215262744,3.26630645788234,0.439261291576468,10.975284931607872,8
6.912216783210988,0.36,0.34633496503670363,8.777143356559323,0.03885517482476914,37.0,125.73300699265927,0.991834562237651,3.010995104889889,0.32122167832109877,12.314482517523086,8
5.575507999630366,0.3648984000739268,0.19020319985214643,3.214955331546769,0.03349661333579756,44.87753999815183,116.49661333579756,0.989437550799963,3.234830666789878,0.4802031998521464,12.663261999445549,8
6.220576735994881,0.36048253789146756,0.2476206344728669,12.442428692325942,0.04418968276356656,20.0,97.52412689457337,0.9932594117166307,3.10064338385529,0.2923793655271331,11.98264018328157,8
6.450094129647026,0.1889755262917731,0.30500941296470263,5.610244737082269,0.03210056477788216,58.100564777882155,131.59774088847138,0.9914702823889411,3.1810056477788216,0.6230545951952753,12.219924696282378,8
5.735671461303143,0.4540428528735031,0.2103685745594311,6.3168856260523985,0.03263971431417665,33.400714214558384,168.1581430421482,0.9914961357007661,3.4404399960152694,0.47481571272028444,12.308085705747006,8
7.518098304444178,0.22234359306660267,0.2923435930666027,7.620183730222808,0.08654046789781988,34.61717965333013,161.56380339111163,0.9946525273232893,3.209257694799952,0.37563803391111644,10.748957287110684,8
6.755628075917144,0.44491354581182896,0.26177487696331425,2.877487696331424,0.043508645418817105,28.0,82.82251230366857,0.9910707797984307,3.3675758612568,0.5144371924082856,12.062120693715999,8
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8
8.178171392905528,0.3438056714866332,0.34799426609804024,1.010914303547236,0.03389085696452764,16.78171392905528,92.23599875169347,0.9905825371143244,3.0334514178716585,0.3276400124830653,11.645428482263819,8
6.944382073570934,0.17486656856254323,0.3551334314374568,6.87970461545069,0.05388764147141869,42.48665685625432,123.48665685625433,0.9933204352642333,3.125294929767993,0.4972191036785467,11.0,8
6.659697527040625,0.19178826892843764,0.32397983513604167,5.6418148377562485,0.03001512364796874,58.60201648639583,126.20907418878124,0.9914981374755796,3.2079092581121875,0.6403528851192706,12.21939505408125,8
7.117752916910461,0.26355058338209225,0.3673370624634308,5.251459163253541,0.026686527106493833,31.26629375365692,105.26629375365692,0.990840415854447,3.086629375365692,0.3477529169104614,12.617752916910462,8
6.898060115323308,0.2853637283768797,0.28497575144154136,2.4038797693533835,0.03550727456753759,29.0,118.50242485584586,0.9912478176297388,3.2748787572077065,0.5753637283768797,11.70339479818421,8
6.461477095315626,0.16844312859468785,0.3477045809368748,1.6770458093687477,0.03768862571893757,43.0,148.77045809368747,0.9915852290468437,3.3585229046843734,0.6285229046843738,11.307385476578132,8
6.9337069401292135,0.21764028965868237,0.37157289074724215,3.5994321053970912,0.034393260108855975,46.876410380995914,186.0,0.99135842486393,3.2862923114298774,0.5611238141512768,12.4,8
6.614813047256087,0.25784036049289155,0.2744439141768259,2.8179050642784795,0.03224688412093477,20.376557939532614,110.04937682418695,0.9910824640688007,3.3767281888465432,0.6869127553861737,12.32778042911587,8
6.373885103198629,0.3039172345202057,0.28391264433140895,3.3392182470900242,0.04065195438227494,16.521838917147754,97.8262067005773,0.9914434207837228,3.2269563221657047,0.5273839201310662,11.313103350288653,8
6.775663757444699,0.46811208085176703,0.2689232889369437,2.6391593936117475,0.041472714744635146,28.040560404258834,82.67551676592932,0.9910613128157378,3.377971979787058,0.5051327514889398,12.032448323407069,8
6.026189179713658,0.2326189179713658,0.31717263525357925,2.2502938916767676,0.03991074345644269,38.28273647464207,95.28273647464208,0.9897116354624315,3.232827364746421,0.8438695986216952,12.456547294928415,8
6.843121813623039,0.45287478757486926,0.29856260621256536,10.0049405209634,0.03341886683382189,20.715609068115196,142.42813031062826,0.9930564736592837,3.132843909318848,0.4200617565120425,12.0,8
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8
6.956248953597791,0.258749874431735,0.381250125568265,2.0812481164760257,0.04606250627841325,34.0,105.93749372158675,0.9903281228025553,3.2018745186549844,0.5024999162878233,12.8,8
6.454119304573097,0.16623579137192893,0.3491761390853807,1.6917613908538072,0.03724715827438579,43.0,148.91761390853807,0.991658806954269,3.3658806954269034,0.6358806954269035,11.270596522865482,8
7.496222424271285,0.2535466909125542,0.36607555151457427,3.901468727567109,0.04139244484854257,45.898216968946585,163.43022060582973,0.9920950680001905,3.26,0.3882266545437229,11.807555151457429,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
5.429418758750026,0.3941162482499947,0.13176750350001062,2.5088573339584612,0.034470541608333155,44.14709379375013,117.47054160833315,0.989422941875875,3.2835270804166576,0.4217675035000106,12.44412813812504,8
6.361752328300662,0.2670364847315232,0.36160585878079476,2.1567882824384106,0.036567882824384106,26.592703053695367,124.5678828243841,0.9902661901450789,3.3254306259507285,0.37321171756158944,12.540729694630464,8
7.880808923621137,0.17730636921262877,0.45461273842525757,13.004044618105684,0.04496299386610835,41.538726157474244,143.53872615747426,1.0001616178472423,3.250774523149485,0.7573063692126287,8.580808923621136,8
6.9,0.14856097324261572,0.2838374046863581,4.294471371125153,0.02938374046863581,14.191870234317904,107.1918702343179,0.9933946909330302,3.248154484958511,0.47726832108861134,10.471951337869214,8
5.946387838695104,0.43174905482559345,0.41659695967377597,1.9185677903638725,0.03534030403262241,25.618504515934717,74.15462612898368,0.989098555135478,3.2623700903186945,0.3604119145144288,12.842268693550817,8
7.149058018728728,0.2918877121736736,0.4605651887627628,1.930180896991993,0.034698191030080074,32.22645046821822,113.0,0.9904717030655505,3.374905801872873,0.43471740561861855,12.850941981271271,8
6.656995486128763,0.24279819445150524,0.3792488715321908,1.2075112846780924,0.04,44.569954861287634,147.2150225693562,0.9930054480904809,3.32,0.5821502256935618,10.00854288177675,8
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8
6.862565609365991,0.25750069062490516,0.32749516562566383,2.3999447500075863,0.04187558703116939,28.00027624996207,128.0,0.993487558703117,3.3662427484384954,0.6212551796867888,10.937489640626422,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8
6.61914115591548,0.33249429070624065,0.2620648686639805,3.1808588440845202,0.030191411559154797,22.544084062977888,110.36774781106634,0.990097935131336,3.2716126094466826,0.4670534500764618,12.708816812595577,8
6.6006563145348185,0.26376372676746523,0.27402625258139274,5.268269563138716,0.03820131262906964,37.80525051627855,97.20131262906963,0.9913430619443947,3.197986873709304,0.5557112216046798,12.036324638605015,8
7.28633032571036,0.3811147117117347,0.3782018045737834,1.1751832085930143,0.04224816791406986,35.658258142759024,113.0,0.9909521561399862,3.388633032571036,0.4758990977131083,12.713669674289639,8
6.31431607423074,0.6218946419230869,0.43808410611539556,1.4857901855768483,0.03147684827499935,28.809473209615433,76.52421432307652,0.9895696219733461,3.3395263395192285,0.41286321484614785,12.647578567692348,8
7.084759199892822,0.3564152171528094,0.30380250856300745,7.332076085764047,0.039445568571045794,37.23367057131374,161.76632942868628,0.9935124807713406,3.3289696485817633,0.40576204000535887,11.532076085764047,8
5.546800565170144,0.21997489403059792,0.3853701554217897,1.812044560237361,0.04020200847755217,78.73902401973113,145.80301271632825,0.9900202008477552,3.216010042387761,0.86887086188447,11.706398869659711,8
7.814942363275026,0.17950192122416578,0.4590038424483316,12.674711816375133,0.042547886653417646,41.099615755166845,143.09961575516684,1.00002988472655,3.241992315103337,0.7595019212241658,8.514942363275027,8
6.899330037472819,0.2783277503122735,0.4565550062454698,7.3194023469859895,0.040163875156136744,28.50167490631795,111.6688998750906,0.9929846174281771,3.399966501873641,0.5632775031227348,11.915717553086493,8
5.963917081289686,0.26094839138055603,0.3053815588646817,3.7746361527698635,0.032993824211626915,62.804145935515706,141.9051608619444,0.9903329069320254,3.176329950245238,0.564247893832933,12.255050746321434,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8
6.8,0.2614964845302184,0.3843661930689321,1.9172535519830094,0.04719542258663835,34.19542258663835,104.6091548267233,0.9902149648453021,3.159313387995752,0.4841373224008495,12.643661930689321,8
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8
6.996218665431304,0.1501890667284348,0.3798109332715652,2.198109332715652,0.04699369777571884,33.0157555607029,95.99684888785941,0.9927894752854505,3.130315111214058,0.39173311167731906,10.406302224281161,8
6.829748430260079,0.48686477612288614,0.3514874215130039,3.6512578486996072,0.034,25.405031394798428,109.44622645390118,0.9905107547092198,3.249588049408972,0.5417389912529254,12.68512578486996,8
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8
7.084990908865487,0.2622513636701769,0.48674803025418895,2.1649787873528044,0.03205003030378171,31.025015151890855,112.94996969621829,0.990277986666336,3.363496060508378,0.4220012121512683,12.879987878487317,8
5.712810126198025,0.29174936698613985,0.27871898738019757,1.5572658228168315,0.02629063291267325,14.709367087326747,68.40151898029711,0.9899123898732961,3.3598278480564363,0.4639392407881155,11.9,8
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8
6.487066441288963,0.3069400338066555,0.35145110735481605,5.133754691607692,0.02970977852903679,33.56466779355519,101.43533220644481,0.9913451107354816,3.358548892645184,0.5811356043873913,12.441955705807358,8
6.372733117628702,0.27393944264690584,0.3687888529381169,9.469673103016135,0.03796972132345292,29.818167205928248,113.42422294123766,0.9939939281912117,3.3736366558814352,0.5193944264690584,11.169705249973994,8
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
6.8,0.36588212061745884,0.40251772140241315,6.2945917666146265,0.03137411392987934,28.62588607012066,109.65647151753016,0.9912827303782313,3.1418351268445703,0.5831294303506033,12.568705696493966,8
5.438054697852885,0.4135494780163461,0.07703073077711542,1.386774739008173,0.036132252609918265,42.47098956032692,119.52901043967307,0.9897438567857875,3.3348720041155286,0.3419027348926442,11.980972651073557,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.301988283188256,0.27924236145568987,0.4148200090466705,7.942423614556899,0.026808706627372864,47.306822890823256,186.88447048180387,0.9932768940963608,3.1886458764992134,0.3755776475909806,11.82509418682748,8
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
6.48667546585046,0.36283311335373847,0.2758344332313076,2.8749010091823184,0.024116424689112334,22.58344332313076,85.28331133537385,0.9895621734860341,3.305174805911676,0.510841032619153,12.68331133537385,8
6.23604766553578,0.24540714983036704,0.29135178745759177,13.153556358760893,0.03927035749151835,48.45928501696329,130.04505958191973,0.9951242999023748,3.3191857003392657,0.4541422543504357,11.031541707343807,8
6.2289959641727215,0.3256506053740918,0.28184279948818175,3.794584112600019,0.039513539718499954,17.03930012795457,98.44716015354548,0.9911453631262982,3.2259213997440908,0.4890917905313621,11.62358007677274,8
6.8539600911104435,0.22,0.33008800202467653,7.099119979753235,0.029513200303701477,14.243399848149261,84.76540035431839,0.9933530800708636,3.0997359939259703,0.5071259913951248,10.799119979753236,8
7.170049417719839,0.3006219113925101,0.34824876455700404,5.189851746840484,0.033774135189902826,35.175123544299595,116.0,0.9910948607924056,2.9817512354429963,0.36875617721497983,12.25875617721498,8
6.867443869853055,0.28,0.44348877397061104,7.352705810538796,0.03247294189461203,29.550374200979633,110.22481289951018,0.9918558203835297,3.154188256838361,0.5877518710048981,12.432556130146944,8
6.236193986960952,0.27204363197283515,0.288315153344652,4.861624414397291,0.030060849070288647,32.13260613378608,120.13260613378608,0.990645398881915,3.2498593745466886,0.43336969331069597,12.377066626417657,8
6.775324707856444,0.3375324707856444,0.3349783528095704,8.140260016779775,0.03825974123569332,38.49783528095704,125.75757651665036,0.9918049786033042,3.015108235952148,0.3225108235952148,12.224242348334965,8
6.460740262628725,0.1722714296305325,0.3660740262628725,1.658272720532975,0.035214805252574505,43.4049350841915,149.39259737371276,0.9924632078047244,3.399753245790425,0.6677285703694674,10.71654544106595,8
7.196155530431797,0.1752162514132114,0.2851681955436089,4.164657040228773,0.03048798603259937,15.0,84.49279161955963,0.9917261511513091,3.055360419022019,0.4703844469568203,11.049279161955962,8
6.8120295845584895,0.2794735697303142,0.32120295845584895,4.246617359069184,0.04233086795345922,26.87970415441511,154.70676528186164,0.9921833065044106,3.2441353056372324,0.7020295845584894,12.270676528186163,8
6.8345204780844915,0.28367406731695005,0.4577628751203504,3.359404907271511,0.04069333941474497,51.46962692678001,153.102220195085,0.9920626394966301,3.3838667882948994,0.43488899024574956,11.508294809729007,8
7.1,0.2620503423040915,0.49,2.6408235953796746,0.03292265403684118,30.692448654386276,112.79496576959085,0.9905357893649704,3.374100684608183,0.43640273843273203,12.828238019356798,8
6.407987264468712,0.15,0.35200212258854796,7.152076413187728,0.03342669496784731,56.866525160763466,128.0,0.9924832373575585,3.1558644025722153,0.6310614309482483,11.758644025722155,8
6.951278497600272,0.24756392488001366,0.3175639248800136,5.302556995200546,0.054730822535995906,31.634588732002047,156.04912456933494,0.9922045219779739,3.2387819624400067,0.4548721502399727,11.907267918666438,8
5.555034789019372,0.2980381939306202,0.1894270910406968,4.1411458179186065,0.028607638786124042,37.39236121387596,99.21527757224808,0.9904705729089593,3.288229163583721,0.40708334566511484,11.956944485550384,8
6.541811780486069,0.29326941991780187,0.34599882642244584,6.940011735775542,0.028236352967476782,12.87282329270898,81.34552922766254,0.9925698375991923,3.118182351626161,0.538182351626161,11.278164747962848,8
